id,table_name,column_name,gt_label,expansion,gold_label
1797,MEL_Toolik_Tussock_Pfertilized.csv,N bal total N uptake,nitrogen balance total nitrogen uptake,Nitrogen Balance Total Nitrogen Uptake,1.0
1798,MEL_Toolik_Tussock_Pfertilized.csv,aqueous PO4,aqueous phosphate,Aqueous Phosphate,1.0
1799,MEL_Toolik_Tussock_Pfertilized.csv,P bal PO4 uptake,phosphorus balance phosphate uptake,Phosphorus Balance Phosphate Uptake,1.0
1800,MEL_Toolik_Tussock_Pfertilized.csv,actual N conc.,actual nitrogen concentration,Actual Nitrogen Concentration,1.0
1801,MEL_Toolik_Tussock_Pfertilized.csv,optimum N conc.,optimum nitrogen concentration,Optimum Nitrogen Concentration,1.0
1802,MEL_Toolik_Tussock_Pfertilized.csv,actual P conc.,actual phosphorus concentration,Actual Phosphorus Concentration,1.0
1803,MEL_Toolik_Tussock_Pfertilized.csv,optimum P conc.,optimum phosphorus concentration,Optimum Phosphorus Concentration,1.0
1804,MEL_Toolik_Tussock_Pfertilized.csv,C bal Litter C,carbon balance litter carbon,Carbon Balance Litter Carbon,1.0
1805,MEL_Toolik_Tussock_Pfertilized.csv,N bal Litter N,nitrogen balance litter nitrogen,Nitrogen Balance Litter Nitrogen,1.0
1806,MEL_Toolik_Tussock_Pfertilized.csv,P bal Litter P,phosphorus balance litter phosphorus,Phosphorus Balance Litter Phosphorus,1.0
1807,MEL_Toolik_Tussock_Pfertilized.csv,C coarse litter,carbon coarse litter,Carbon Coarse Litter,1.0
1808,MEL_Toolik_Tussock_Pfertilized.csv,N coarse litter,nitrogen coarse litter,Nitrogen Coarse Litter,1.0
1809,MEL_Toolik_Tussock_Pfertilized.csv,P coarse litter,phosphorus coarse litter,Phosphorus Coarse Litter,1.0
1810,MEL_Toolik_Tussock_Pfertilized.csv,C CWD activation,carbon coarse woody debris activation,Carbon Coarse Woody Debris Activation,1.0
1811,MEL_Toolik_Tussock_Pfertilized.csv,N CWD activation,nitrogen coarse woody debris activation,Nitrogen Coarse Woody Debris Activation,1.0
1812,MEL_Toolik_Tussock_Pfertilized.csv,P CWD activation,phosphorus coarse woody debris activation,Phosphorus Coarse Woody Debris Activation,1.0
1813,MEL_Toolik_Tussock_Pfertilized.csv,maint C req,,Maintenance Carbon Requirement,
1814,MEL_Toolik_Tussock_Pfertilized.csv,C bal total plant resp,carbon balance total plant respiration,Carbon Balance Total Plant Respiration,1.0
1815,MEL_Toolik_Tussock_Pfertilized.csv,N-use eff,nitrogen use efficiency,Nitrogen Efficiency,0.0
1816,MEL_Toolik_Tussock_Pfertilized.csv,P-use eff,phosphorus use efficiency,Phosphorus Efficiency,0.0
1817,MEL_Toolik_Tussock_Pfertilized.csv,H2O-use eff,water use efficiency,Water Efficiency,0.0
1818,MEL_Toolik_Tussock_Pfertilized.csv,allocatable effort,allocatable effort,Allocatable Effort Stand,0.0
1819,MEL_Toolik_Tussock_Pfertilized.csv,growth C req,growth carbon requirement,Growth Carbon Requirement,1.0
1820,MEL_Toolik_Tussock_Pfertilized.csv,growth N req,growth nitrogen requirement,Growth Nitrogen Requirement,1.0
1821,MEL_Toolik_Tussock_Pfertilized.csv,growth P req,growth phosphorus requirement,Growth Phosphorus Requirement,1.0
1822,MEL_Toolik_Tussock_Pfertilized.csv,yield NH4,yield ammonium,Yield Ammonium,1.0
1823,MEL_Toolik_Tussock_Pfertilized.csv,yield NO3,yield nitrate,Yield Nitrate,1.0
1824,MEL_Toolik_Tussock_Pfertilized.csv,yield DON,yield dissolved organic nitrogen,Yield Dissolved Organic Nitrogen,1.0
1825,MEL_Toolik_Tussock_Pfertilized.csv,yield Nfixt,yield nitrogen fixation,Yield Nitrogen Fixation,1.0
1826,MEL_Toolik_Tussock_Pfertilized.csv,Total C req,total carbon requirement,Total Carbon Requirement,1.0
1827,MEL_Toolik_Tussock_Pfertilized.csv,Total PO4 req,total phosphate requirement,Total Phosphate Requirement,1.0
1828,MEL_Toolik_Tussock_Pfertilized.csv,Total N req,total nitrogen requirement,Total Nitrogen Requirement,1.0
1829,MEL_Toolik_Tussock_Pfertilized.csv,Total NH4 req,total ammonium requirement,Total Ammonium Requirement,1.0
1830,MEL_Toolik_Tussock_Pfertilized.csv,Total NO3 req,total nitrate requirement,Total Nitrate Requirement,1.0
1831,MEL_Toolik_Tussock_Pfertilized.csv,Total DON req,total dissolved organic nitrogen requirement,Total Dissolved Organic Nitrogen Requirement,1.0
1832,MEL_Toolik_Tussock_Pfertilized.csv,Total Nfix req,total nitrogen fixation requirement,Total Nitrogen Fixation Requirement,1.0
1833,MEL_Toolik_Tussock_Pfertilized.csv,mesophyll CA,,Mesophyll Carbonic Anhydrase,
1834,MEL_Toolik_Tussock_Pfertilized.csv,Total effort,total effort,Total Effort,1.0
1835,MEL_Toolik_Tussock_Pfertilized.csv,Total root effort,total root effort,Total Root Effort,1.0
1836,MEL_Toolik_Tussock_Pfertilized.csv,Total leaf effort,total leaf effort,Total Leaf Effort,1.0
1837,MEL_Toolik_Tussock_Pfertilized.csv,C bal NPP,carbon balance net primary production,Carbon Balance Net Primary Production,1.0
1838,MEL_Toolik_Tussock_Pfertilized.csv,W bal runoff,,Water Balance Runoff,
1839,MEL_Toolik_Tussock_Pfertilized.csv,NH4 leach,ammonium leach,Ammonium Leach,1.0
1840,MEL_Toolik_Tussock_Pfertilized.csv,NO3 leach,nitrate leach,Nitrate Leach,1.0
1841,MEL_Toolik_Tussock_Pfertilized.csv,C bal DOM leach,carbon balance dissolved organic matter leach,Carbon Balance Dissolved Organic Matter Leach,1.0
1842,MEL_Toolik_Tussock_Pfertilized.csv,C bal DOMR leach,carbon balance dissolved organic matter recalcitrant leach,Carbon Balance Dissolved Organic Matter Respiration Leach,0.0
1843,MEL_Toolik_Tussock_Pfertilized.csv,N bal DON leach,nitrogen balance dissolved organic nitrogen leach,Nitrogen Balance Dissolved Organic Nitrogen Leach,1.0
1844,MEL_Toolik_Tussock_Pfertilized.csv,N bal DONR leach,nitrogen balance dissolved organic matter recalcitrant leach,Nitrogen Balance Dissolved Organic Nitrogen Respiration Leach,0.0
1845,MEL_Toolik_Tussock_Pfertilized.csv,N bal total N leach,nitrogen balance total nitrogen leach,Nitrogen Balance Total Nitrogen Leach,1.0
1846,MEL_Toolik_Tussock_Pfertilized.csv,P bal PO4 leach,phosphorus balance phosphate leach,Phosphorus Balance Phosphate Leach,1.0
1847,MEL_Toolik_Tussock_Pfertilized.csv,thetaN,theta nitrogen,Theta Nitrogen,1.0
1848,MEL_Toolik_Tussock_Pfertilized.csv,thetaP,theta phosphorus,Theta Phosphorus,1.0
1849,MEL_Toolik_Tussock_Pfertilized.csv,N bal Micr NH4 uptake,nitrogen balance microbial ammonium uptake,Nitrogen Balance Microbial Ammonium Uptake,1.0
1850,MEL_Toolik_Tussock_Pfertilized.csv,N bal Micr NO3 uptake,nitrogen balance microbial nitrate uptake,Nitrogen Balance Microbial Nitrate Uptake,1.0
1851,MEL_Toolik_Tussock_Pfertilized.csv,C bal Micr DOM uptake,carbon balance microbial dissolved organic matter uptake,Carbon Balance Microbial Dissolved Organic Matter Uptake,1.0
1852,MEL_Toolik_Tussock_Pfertilized.csv,N bal Micr DON uptake,nitrogen balance microbial dissolved organic nitrogen uptake,Nitrogen Balance Microbial Dissolved Organic Nitrogen Uptake,1.0
1853,MEL_Toolik_Tussock_Pfertilized.csv,N bal tot Micr N uptake,nitrogen balance total microbial nitrogen uptake,Nitrogen Balance Total Microbial Nitrogen Uptake,1.0
1854,MEL_Toolik_Tussock_Pfertilized.csv,P bal Micr P uptake,phosphorus balance microbial phosphorus uptake,Phosphorus Balance Microbial Phosphorus Uptake,1.0
1855,MEL_Toolik_Tussock_Pfertilized.csv,total C consump,total carbon consumption,Total Carbon Consumption,1.0
1856,MEL_Toolik_Tussock_Pfertilized.csv,total N consump,total nitrogen consumption,Total Nitrogen Consumption,1.0
1857,MEL_Toolik_Tussock_Pfertilized.csv,total P consump,total phosphorus consumption,Total Phosphorus Consumption,1.0
1858,MEL_Toolik_Tussock_Pfertilized.csv,C efficiency,carbon efficiency,Carbon Efficiency,1.0
1859,MEL_Toolik_Tussock_Pfertilized.csv,N efficiency,nitrogen efficiency,Nitrogen Efficiency,1.0
1860,MEL_Toolik_Tussock_Pfertilized.csv,P efficiency,phosphorus efficiency,Phosphorus Efficiency,1.0
1861,MEL_Toolik_Tussock_Pfertilized.csv,C bal Microbial resp,carbon balance microbial respiration,Carbon Balance Microbial Respiration,1.0
1862,MEL_Toolik_Tussock_Pfertilized.csv,N bal gross N min,nitrogen balance gross nitrogen mineralization,Nitrogen Balance Gross Nitrogen Mineralization,1.0
1863,MEL_Toolik_Tussock_Pfertilized.csv,P bal gross P min,phosphorus balance gross phosphorus mineralization,Phosphorus Balance Gross Phosphorus Mineralization,1.0
1864,MEL_Toolik_Tussock_Pfertilized.csv,C bal Phase II tran,carbon balance phase ii transfer,Carbon Balance Phase II Transfer,1.0
1865,MEL_Toolik_Tussock_Pfertilized.csv,N bal Phase II tran,nitrogen balance phase ii transfer,Nitrogen Balance Phase II Transfer,1.0
1866,MEL_Toolik_Tussock_Pfertilized.csv,P bal Phase II tran,phosphorus balance phase ii transfer,Phosphorus Balance Phase II Transfer,1.0
1867,MEL_Toolik_Tussock_Pfertilized.csv,C bal Phase II min,carbon balance phase ii mineralization,Carbon Balance Phase II Mineralization,1.0
1868,MEL_Toolik_Tussock_Pfertilized.csv,N bal Phase II min,nitrogen balance phase ii mineralization,Nitrogen Balance Phase II Mineralization,1.0
1869,MEL_Toolik_Tussock_Pfertilized.csv,P bal Phase II min,phosphorus balance phase ii mineralization,Phosphorus Balance Phase II Mineralization,1.0
1870,MEL_Toolik_Tussock_Pfertilized.csv,N Bal Non Sym N fix,nitrogen balance non symbiotic nitrogen fixation,Nitrogen Balance Non-Symbiotic Nitrogen Fixation,1.0
1871,MEL_Toolik_Tussock_Pfertilized.csv,C bal DOM production,carbon balance dissolved organic matter production,Carbon Balance Dissolved Organic Matter Production,1.0
1872,MEL_Toolik_Tussock_Pfertilized.csv,C bal DOMR production,carbon balance dissolved organic matter recalcitrant production,Carbon Balance Dissolved Organic Matter Respiration Production,0.0
1873,MEL_Toolik_Tussock_Pfertilized.csv,N bal DON production,nitrogen balance dissolved organic nitrogen production,Nitrogen Balance Dissolved Organic Nitrogen Production,1.0
1874,MEL_Toolik_Tussock_Pfertilized.csv,N bal DONR production,nitrogen balance dissolved organic matter recalcitrant production,Nitrogen Balance Dissolved Organic Nitrogen Respiration Production,0.0
1875,MEL_Toolik_Tussock_Pfertilized.csv,N bal NItrification,nitrogen balance nitrification,Nitrogen Balance Nitrogen Nitrification,0.0
1876,MEL_Toolik_Tussock_Pfertilized.csv,Total H2O req,total water requirement,Total Water Requirement,1.0
1877,MEL_Toolik_Tussock_Pfertilized.csv,N bal total Ndep,nitrogen balance total nitrogen deposition,Nitrogen Balance Total Nitrogen Deposition,1.0
1878,MEL_Toolik_Tussock_Pfertilized.csv,N bal net N min,nitrogen balance net nitrogen mineralization,Nitrogen Balance Net Nitrogen Mineralization,1.0
1879,MEL_Toolik_Tussock_Pfertilized.csv,P bal net P min,phosphorus balance net phosphorus mineralization,Phosphorus Balance Net Phosphorus Mineralization,1.0
1880,MEL_Toolik_Tussock_Pfertilized.csv,C bal NEP,carbon balance net ecosystem production,Carbon Balance Net Ecosystem Production,1.0
1881,MEL_Toolik_Tussock_Pfertilized.csv,N bal Net ecos,nitrogen balance net ecosystem,Nitrogen Balance Net Ecosystem,1.0
1882,MEL_Toolik_Tussock_Pfertilized.csv,P bal Net ecos,phosphorus balance net ecosystem,Phosphorus Balance Net Ecosystem,1.0
1883,MEL_Toolik_Tussock_Pfertilized.csv,C bal budget,carbon balance budget,Carbon Balance Budget,1.0
1884,MEL_Toolik_Tussock_Pfertilized.csv,biomass w full canopy,biomass with full canopy,Biomass With Full Canopy,1.0
1885,MEL_Toolik_Tussock_Pfertilized.csv,Canopy litter,canopy litter,Canopy Litter,1.0
1886,MEL_Toolik_Tussock_Pfertilized.csv,potential water uptake,potential water uptake,Potential Water Uptake,1.0
1887,MEL_Toolik_Tussock_Pfertilized.csv,Snow melt,snow melt,Snow Melt,1.0
1888,MEL_Toolik_Tussock_Pfertilized.csv,Julian Day,julian day,Julian Day,1.0
1889,MEL_Toolik_Tussock_Pfertilized.csv,Day length,day length,,
1890,MEL_Toolik_Tussock_Pfertilized.csv,declination,declination,,
1891,MEL_Toolik_Tussock_Pfertilized.csv,Interception,interception,,
1892,MEL_Toolik_Tussock_Pfertilized.csv,near root depletion factor,near root depletion factor,,
1893,MEL_Toolik_Tussock_Pfertilized.csv,between root half distance,between root half distance,,
1894,MEL_Toolik_Tussock_Pfertilized.csv,Root Length,root length,,
1895,MEL_Toolik_Tussock_Pfertilized.csv,Denitrification,denitrification,,
1896,MEL_Toolik_Tussock_Pfertilized.csv,Depth of peat,depth of peat,,
1897,MEL_Toolik_Tussock_Pfertilized.csv,Active layer depth,active layer depth,,
1898,MEL_Toolik_Tussock_Pfertilized.csv,Soil temperature,soil temperature,,
1899,MEL_Toolik_Tussock_Pfertilized.csv,Upward cond,upward conductivity,Upward Conductivity,1.0
1900,MEL_Toolik_Tussock_Pfertilized.csv,Upward thaw cond,upward thawed conductivity,Upward Thaw Conductivity,1.0
1901,MEL_Toolik_Tussock_Pfertilized.csv,Upward frozen cond,upward frozen conductivity,Upward Frozen Conductivity,1.0
1902,MEL_Toolik_Tussock_Pfertilized.csv,Frozen heat cap,frozen heat capacity,Frozen Heat Capacity,1.0
1903,MEL_Toolik_Tussock_Pfertilized.csv,Thawed heat cap,thawed heat capacity,Thawed Heat Capacity,1.0
1904,MEL_Toolik_Tussock_Pfertilized.csv,Snowfall,snowfall,Snowfall,1.0
1905,MEL_Toolik_Tussock_Pfertilized.csv,Rainfall,rainfall,Rainfall,1.0
1906,MEL_Toolik_Tussock_Pfertilized.csv,Temp Dependent Plant Resp Q10,temperature dependent plant respiration q10,Temperature Dependent Plant Respiration Q10,1.0
1907,MON-SO-IBYCYSI2005.csv,Date,date,,
1908,MON-SO-IBYCYSI2005.csv,Time,time,,
1909,MON-SO-IBYCYSI2005.csv,Station,station,,
1910,MON-SO-IBYCYSI2005.csv,Temp,temperature,Temperature,1.0
1911,MON-SO-IBYCYSI2005.csv,SpCond,specific conductivity,Specific Conductivity,1.0
1912,MON-SO-IBYCYSI2005.csv,Cond,conductivity,Conductivity,1.0
1913,MON-SO-IBYCYSI2005.csv,Salinity,salinity,,
1914,MON-SO-IBYCYSI2005.csv,DO%,dissolved oxygen %,Dissolved Oxygen Percentage,1.0
1915,MON-SO-IBYCYSI2005.csv,DO_Conc,dissolved oxygen concentration,Dissolved Oxygen Concentration,1.0
1916,MON-SO-IBYCYSI2005.csv,DO_Charge,dissolved oxygen charge,Dissolved Oxygen Charge,1.0
1917,MON-SO-IBYCYSI2005.csv,Depth,depth,Depth,1.0
1918,MON-SO-IBYCYSI2005.csv,Comments,comments,Comments,1.0
1919,MRCE-chem2.csv,Sample_Code,sample code,Sample Code,1.0
1920,MRCE-chem2.csv,Sample_Date,sample date,Sample Date,1.0
1921,MRCE-chem2.csv,Sample ID,sample identifier,Sample Identifier,1.0
1922,MRCE-chem2.csv,NH4,ammonium,Ammonium,1.0
1923,MRCE-chem2.csv,NO3,nitrate,Nitrate,1.0
1924,MRCENMinSoilWt7May19902.csv,Sample_Date,sample date,Sample Date,1.0
1925,MRCENMinSoilWt7May19902.csv,Sample_Lable,sample label,Sample Label,1.0
1926,MRCENMinSoilWt7May19902.csv,Sample ID,sample identifier,Sample Identifier,1.0
1927,MRCENMinSoilWt7May19902.csv,Sample_Subplot_coordinates,sample subplot coordinates,Sample Subplot Coordinates,1.0
1928,MRCENMinSoilWt7May19902.csv,Treatment,treatment,Treatment,1.0
1929,MRCENMinSoilWt7May19902.csv,gWetWtSoilExtracted_R1,,Grams Wet Weight Soil Extracted Replicate 1,
1930,MRCENMinSoilWt7May19902.csv,gWetWtSoilExtracted_R2,,Grams Wet Weight Soil Extracted Replicate 2,
1931,MRCENMinSoilWt7May19902.csv,SubSample_g_Wet_Wt,subsample gram wet weight,Subsample Grams Wet Weight,1.0
1932,MRCENMinSoilWt7May19902.csv,SubSample_g_Dryt_Wt,subsample gram dry weight,Subsample Grams Dry Weight,1.0
1933,MRCENMinSoilWt7May19902.csv,Fraction_Dry_Wt,fraction dry weight,Fraction Dry Weight,1.0
1934,MRCENMinSoilWt7May19902.csv,Sample_Treatment,sample treatment,Sample Treatment,1.0
1935,MRCENMinSoilWt7May19902.csv,Est_gDrySoil_Extracted_R1,,Estimated Grams Dry Soil Extracted Replicate 1,
1936,MRCENMinSoilWt7May19902.csv,Est_gDrySoil_Extracted_R2,,Estimated Grams Dry Soil Extracted Replicate 2,
1937,MRCENMinSoilWtSept19902.csv,Sample_Date,sample date,Sample Date,1.0
1938,MRCENMinSoilWtSept19902.csv,SAMPLE Label,sample label,Sample Label,1.0
1939,MRCENMinSoilWtSept19902.csv,Sample ID,sample identifier,Sample Identifier,1.0
1940,MRCENMinSoilWtSept19902.csv,Treatment,treatment,Treatment,1.0
1941,MRCENMinSoilWtSept19902.csv,gWet_Weight_SoilCore,,Grams Wet Weight Soil Core,
1942,MRCENMinSoilWtSept19902.csv,gWeightRocksRemoved,,Grams Weight Rocks Removed,
1943,MRCENMinSoilWtSept19902.csv,Total_gWet_Soil_Weight,,Total Grams Wet Soil Weight,
1944,MRCENMinSoilWtSept19902.csv,Est_Total_gDry_Soil,,Estimated Total Grams Dry Soil,
1945,MRCENMinSoilWtSept19902.csv,Soil_Bulk_Density,soil bulk density,Soil Bulk Density,1.0
1946,MRCENMinSoilWtSept19902.csv,Sample_Treatment,sample treatment,Sample Treatment,1.0
1947,MRCENMinSoilWtSept19902.csv,gWetWtSoilExtracted_R1,,Grams Wet Weight Soil Extracted Replicate 1,
1948,MRCENMinSoilWtSept19902.csv,gWetWtSoilExtracted_R2,,Grams Wet Weight Soil Extracted Replicate 2,
1949,MRCENMinSoilWtSept19902.csv,SubSample_g_Wet_Wt,,Subsample Grams Wet Weight,
1950,MRCENMinSoilWtSept19902.csv,SubSample_g_Dryt_Wt,,Subsample Grams Dry Weight,
1951,MRCENMinSoilWtSept19902.csv,Fraction_Dry_Wt,fraction dry weight,Fraction Dry Weight,1.0
1952,MRCENMinSoilWtSept19902.csv,Est_gDrySoil_Extracted_R1,,Estimated Grams Dry Soil Extracted Replicate 1,
1953,MRCENMinSoilWtSept19902.csv,Est_gDrySoil_Extracted_R2,,Estimated Grams Dry Soil Extracted Replicate 2,
1954,MRCENMinSoilWtSept19902.csv,IM_Comment,information management comment,Initial Measurement Comment,0.0
1955,Milltown_metabolism.csv,nd,number of day,Not Detected,0.0
1956,Milltown_metabolism.csv,date,date,Date,1.0
1957,Milltown_metabolism.csv,GPP_vol,gross primary production volume,Gross Primary Production Volume,1.0
1958,Milltown_metabolism.csv,ER_vol,ecosystem respiration volume,Ecosystem Respiration Volume,1.0
1959,Milltown_metabolism.csv,K600.daily,k600 daily,K600 Daily,1.0
1960,Milltown_metabolism.csv,GPP_flux,gross primary production flux,Gross Primary Production Flux,1.0
1961,Milltown_metabolism.csv,ER_flux,ecosystem respiration flux,Ecosystem Respiration Flux,1.0
1962,Milltown_metabolism.csv,gas,gas,Gas,1.0
1963,Milltown_metabolism.csv,site,site,Site,1.0
1964,Milltown_sensor_data.csv,time_UTC,time universal time coordinate,Time Coordinated Universal Time,1.0
1965,Milltown_sensor_data.csv,pCO2,partial pressure of carbon dioxide,Partial Pressure of Carbon Dioxide,1.0
1966,Milltown_sensor_data.csv,do,dissolved oxygen,Dissolved Oxygen,1.0
1967,Milltown_sensor_data.csv,temp,temperature,Temperature,1.0
1968,Milltown_sensor_data.csv,site,site,Site,1.0
1969,Ntrans_etc_v4.csv,plotID,plot identifier,Plot Identifier,1.0
1970,Ntrans_etc_v4.csv,sampleID,sample identifier,Sample Identifier,1.0
1971,Ntrans_etc_v4.csv,namedLocation,named location,Named Location,1.0
1972,Ntrans_etc_v4.csv,incubationPairID,incubation pair identifier,Incubation Pair Identifier,1.0
1973,Ntrans_etc_v4.csv,collectDate,collect date,Collection Date,1.0
1974,Ntrans_etc_v4.csv,soilMoisture,soil moisture,Soil Moisture,1.0
1975,Ntrans_etc_v4.csv,dryMassFraction,dry mass fraction,Dry Mass Fraction,1.0
1976,Ntrans_etc_v4.csv,tFinal_incubationLength,,Final Incubation Length,
1977,Ntrans_etc_v4.csv,tFinal_kclAmmoniumNBlankCor,,Final Potassium Chloride Ammonium Nitrogen Blank Corrected,
1978,Ntrans_etc_v4.csv,tFinal_kclNitrateNitriteNBlankCor_rev,,Final Potassium Chloride Nitrate Nitrite Nitrogen Blank Corrected Revised,
1979,Ntrans_etc_v4.csv,tFinal_soilAmmoniumNugPerGram,,Final Time Soil Ammonium Nitrogen Micrograms Per Gram,
1980,Ntrans_etc_v4.csv,tFinal_soilNitrateNitriteNugPerGram_rev,,Final Time Soil Nitrate and Nitrite Nitrogen Micrograms Per Gram Revised,
1981,Ntrans_etc_v4.csv,tInitial_incubationLength,,Initial Time Incubation Length,
1982,Ntrans_etc_v4.csv,tInitial_kclAmmoniumNBlankCor,,Initial Time Potassium Chloride Ammonium Nitrogen Blank Correction,
1983,Ntrans_etc_v4.csv,tInitial_kclNitrateNitriteNBlankCor_rev,,Initial Time Potassium Chloride Nitrate and Nitrite Nitrogen Blank Correction Revised,
1984,Ntrans_etc_v4.csv,tInitial_soilAmmoniumNugPerGram,,Initial Time Soil Ammonium Nitrogen Micrograms Per Gram,
1985,Ntrans_etc_v4.csv,tInitial_soilNitrateNitriteNugPerGram_rev,,Initial Time Soil Nitrate and Nitrite Nitrogen Micrograms Per Gram Revised,
1986,Ntrans_etc_v4.csv,netNminugPerGramPerDay,,Net Nitrogen Mineralization Micrograms Per Gram Per Day,
1987,Ntrans_etc_v4.csv,netNitugPerGramPerDay,,Net Nitrification Micrograms Per Gram Per Day,
1988,Ntrans_etc_v4.csv,plotType,plot type,Plot Type,1.0
1989,Ntrans_etc_v4.csv,domainID,domain identifier,Domain Identifier,1.0
1990,Ntrans_etc_v4.csv,siteID,site identifier,Site Identifier,1.0
1991,Ntrans_etc_v4.csv,nlcdClass,national land cover database class,National Land Cover Database Class,1.0
1992,Ntrans_etc_v4.csv,coreCoordinateX,core coordinate x,Core Coordinate X,1.0
1993,Ntrans_etc_v4.csv,coreCoordinateY,core coordinate y,Core Coordinate Y,1.0
1994,Ntrans_etc_v4.csv,decimalLatitude,decimal latitude,Decimal Latitude,1.0
1995,Ntrans_etc_v4.csv,decimalLongitude,decimal longitude,Decimal Longitude,1.0
1996,Ntrans_etc_v4.csv,elevation,elevation,Elevation,1.0
1997,Ntrans_etc_v4.csv,sampleTiming,sample timing,Sample Timing,1.0
1998,Ntrans_etc_v4.csv,standingWaterDepth,standing water depth,Standing Water Depth,1.0
1999,Ntrans_etc_v4.csv,horizon,horizon,Horizon,1.0
2000,Ntrans_etc_v4.csv,soilTemp,soil temperature,Soil Temperature,1.0
2001,Ntrans_etc_v4.csv,sampleTopDepth,sample top depth,Sample Top Depth,1.0
2002,Ntrans_etc_v4.csv,sampleBottomDepth,sample bottom depth,Sample Bottom Depth,1.0
2003,Ntrans_etc_v4.csv,siteName,site name,Site Name,1.0
2004,Ntrans_etc_v4.csv,MAT,mean annual temperature,Mean Annual Temperature,1.0
2005,Ntrans_etc_v4.csv,MAP,mean annual precipitation,Mean Annual Precipitation,1.0
2006,Ntrans_etc_v4.csv,dominantSpecies,dominant species,Dominant Species,1.0
2007,Ntrans_etc_v4.csv,soilTaxonomy,soil taxonomy,Soil Taxonomy,1.0
2008,Ntrans_etc_v4.csv,soilInWaterpH,soil in water potential of hydrogen,Soil In Water pH,0.0
2009,Ntrans_etc_v4.csv,soilInCaClpH,soil in calcium chloride potential of hydrogen,Soil in Calcium Chloride pH,0.0
2010,Ntrans_etc_v4.csv,d15N,,Delta 15 Nitrogen,
2011,Ntrans_etc_v4.csv,organicd13C,,Organic Delta 13 Carbon,
2012,Ntrans_etc_v4.csv,nitrogenPercent,nitrogen percent,Nitrogen Percent,1.0
2013,Ntrans_etc_v4.csv,organicCPercent,organic carbon percent,Organic Carbon Percent,1.0
2014,Ntrans_etc_v4.csv,CNratio,carbon to nitrogen ratio,Carbon Nitrogen Ratio,1.0
2015,Ntrans_etc_v4.csv,easting,easting,Easting,1.0
2016,Ntrans_etc_v4.csv,northing,northing,Northing,1.0
2017,Ntrans_etc_v4.csv,utmZone,Universal Transverse Mercator zone,Universal Transverse Mercator Zone,1.0
2018,Ntrans_etc_v4.csv,maximumElevation,maximum elevation,Maximum Elevation,1.0
2019,Ntrans_etc_v4.csv,minimumElevation,minimum elevation,Minimum Elevation,1.0
2020,Ntrans_etc_v4.csv,soilTypeOrder,soil type order,Soil Type Order,1.0
2021,Ntrans_etc_v4.csv,slopeAspect,slope aspect,Slope Aspect,1.0
2022,Ntrans_etc_v4.csv,slopeGradient,slope gradient,Slope Gradient,1.0
2023,Ntrans_etc_v4.csv,DFcode,,Debris Flow Code,
2024,OMB011.csv,DataCode,data code,Data Code,1.0
2025,OMB011.csv,RecType,record type,Record Type,1.0
2026,OMB011.csv,RecYear,record year,Record Year,1.0
2027,OMB011.csv,RecMonth,record month,Record Month,1.0
2028,OMB011.csv,RecDay,record day,Record Day,1.0
2029,OMB011.csv,Watershed,watershed,,
2030,OMB011.csv,Plot,plot,,
2031,OMB011.csv,depth,depth,Depth,1.0
2032,OMB011.csv,burn,burn,Burn,1.0
2033,OMB011.csv,mow,mow,Mow,1.0
2034,OMB011.csv,nutrient,nutrient,Nutrient,1.0
2035,OMB011.csv,soilW,soil water,Soil Water,1.0
2036,OMB011.csv,Cflush,carbon flush,Carbon Flush,1.0
2037,OMB011.csv,BMC,,Biomass Carbon,
2038,OMB011.csv,Nflush,nitrogen flush,Nitrogen Flush,1.0
2039,OMB011.csv,BMN,,Biomass Nitrogen,
2040,OMB011.csv,TotalIO,total inorganic,Total Input Output,0.0
2041,PHY_Frankovich_001,SITENAME,site name,Site Name,1.0
2042,PHY_Frankovich_001,Date,date,Date,1.0
2043,PHY_Frankovich_001,Time,time,Time,1.0
2044,PHY_Frankovich_001,Temp,temperature,Temperature,1.0
2045,PHY_Frankovich_001,Salinity,salinity,Salinity,1.0
2046,PIE_MP_LAC_porewatermeans_2022.csv,SITE,site,Site,1.0
2047,PIE_MP_LAC_porewatermeans_2022.csv,YEAR,year,Year,1.0
2048,PIE_MP_LAC_porewatermeans_2022.csv,MONTH,month,Month,1.0
2049,PIE_MP_LAC_porewatermeans_2022.csv,DAY,day,Day,1.0
2050,PIE_MP_LAC_porewatermeans_2022.csv,SALINITY,salinity,Salinity,1.0
2051,PIE_MP_LAC_porewatermeans_2022.csv,L1 (SALINITY),,Lab 1 Salinity,
2052,PIE_MP_LAC_porewatermeans_2022.csv,L2 (SALINITY),,Lab 2 Salinity,
2053,PIE_MP_LAC_porewatermeans_2022.csv,NH4,ammonium,Ammonium,1.0
2054,PIE_MP_LAC_porewatermeans_2022.csv,L1 (NH4),,Lab 1 Ammonium,
2055,PIE_MP_LAC_porewatermeans_2022.csv,L2 (NH4),,Lab 2 Ammonium,
2056,PIE_MP_LAC_porewatermeans_2022.csv,PO4,phosphate,Phosphate,1.0
2057,PIE_MP_LAC_porewatermeans_2022.csv,L1 (PO4),,Layer 1 Phosphate,
2058,PIE_MP_LAC_porewatermeans_2022.csv,L2 (PO4),,Layer 2 Phosphate,
2059,PIE_MP_LAC_porewatermeans_2022.csv,S2,sulfide,S2,0.0
